Address,Section,Parking,Link,Name,Latitude,Longitude,Additional Info
서울특별시 강남구 언주로 337,강남,"최초 30분 4,500원 
초과 10분당 1,700원",http://www.dycenter.com/08_floor/index01.php?pageNum=6&subNum=1,동영휘트니스클럽,37.4979704306338,127.044311836778,
서울특별시 강남구 언주로 337,강남,"최초 30분 4,500원 
초과 10분당 1,700원",http://www.dycenter.com/08_floor/index01.php?pageNum=6&subNum=1,동영휘트니스클럽 수영장,37.4979704306338,127.044311836778,
서울특별시 동작구 여의대방로 16길 53 ,동작,".주차 가능 (95면)
강습회원 최대 3시간 무료
초과시 5분당 250원",https://sports.idongjak.or.kr/home/40,동작구민체육센터 수영장,37.4947197628832,126.916767722548,
서울특별시 동작구 사당로27길 지하103,동작,"주차 가능 (17면)
강습 회원은 최대 2시간 무료
초과시 5분당 250원
",https://sports.idongjak.or.kr/home/97,동작삼일수영장,37.4873158769622,126.974383087419,
서울특별시 광진구 강변북로 2273,광진,"뚝섬1~4주차장 이용 (총 661면)
최초 30분 1,000원, 초과 10분당 200원",http://hangang.seoul.go.kr/archives/46661,뚝섬한강공원 수영장,37.5293645718995,127.073978164616,
서울특별시 강서구 양천로 251,강서,"주차면수 : 136면 (장애인 전용 6면, 전기차 충전 1면)
- 주차요금 : 10분 당 200원 
- 전기차 충전 시 1시간 무료 (초과시 50% 요금 적용)
* 욀 회원 : 강습시간 외 1시간 무료
* 일 회원 : 이용시간 외 1시간 무료",https://sport.gssi.or.kr/page/sisul/05/,마곡레포츠센터 수영장,37.5731554994777,126.832148803205,
서울특별시 성동구 마조로 11길 6,성동,"비회원 : 5분당 150원 
체육센터 회원 : 2시간 1,000원
헬스 회원 : 3시간 1,000원",https://sports.happysd.or.kr/fmcs/87,마장국민체육센터 수영장,37.5621394004429,127.040794607971,
서울특별시 마포구 대흥로 20길 28 ,마포,"주차 가능 (152대)
- 프로그램 이용 시간 + 90분 무료, 10분 초과당 500원
- 일반 차량 30분 1,000원, 10분 초과당 500원",https://www.mfac.or.kr/academy/msport.jsp,마포아트센터 수영장,37.5499060881738,126.945533810385,
서울특별시 마포구 월드컵로 212,마포,"지정 구차 구역 : 지하 2층
프로그램 이용 회원은 주차 등록 후 이용
지정 시간 외 주차시 초과 10분당 500원 부과 ",http://www.youthnaroo.or.kr/,마포청소년센터 수영장,37.5663128370109,126.901615668932,
서울특별시 마포구 마포나루길 467,마포,"망원1~4주차장 이용 (578면)
최초 30분 1,000원, 10분당 200원",https://hangang.seoul.go.kr/archives/46737,망원한강공원 수영장,37.5523436820926,126.899886484853,
서울특별시 양천구 목동중앙본로 73 ,양천,주차장이 협소하므로 대중교통 이용 권장,https://www.ycs.or.kr/fmcs/25,목동문화체육센터 수영장,37.5428083806204,126.869087576673,
서울특별시 양천구 목동서로 143,양천,"비회원 5분 무료
프로그램 회원은 최대 3시간 무료
이후 10분 초과당 300원",http://www.wawa.or.kr/,목동청소년센터 수영장,37.5307193896791,126.875498624742,
